YHR141C	cytoplasmic-ribosomal-large-subunit
YHR010W	cytoplasmic-ribosomal-large-subunit
YHL033C	cytoplasmic-ribosomal-large-subunit
YHL001W	cytoplasmic-ribosomal-large-subunit
YGR085C	cytoplasmic-ribosomal-large-subunit
YGR034W	cytoplasmic-ribosomal-large-subunit
YGL147C	cytoplasmic-ribosomal-large-subunit
YGL135W	cytoplasmic-ribosomal-large-subunit
YGL103W	cytoplasmic-ribosomal-large-subunit
YDR500C	cytoplasmic-ribosomal-large-subunit
YBL027W	cytoplasmic-ribosomal-large-subunit
YBL087C	cytoplasmic-ribosomal-large-subunit
YBL092W	cytoplasmic-ribosomal-large-subunit
YDR382W	cytoplasmic-ribosomal-large-subunit
YDR012W	cytoplasmic-ribosomal-large-subunit
YDL191W	cytoplasmic-ribosomal-large-subunit
YDL184C	cytoplasmic-ribosomal-large-subunit
YDL136W	cytoplasmic-ribosomal-large-subunit
YDL133C-A	cytoplasmic-ribosomal-large-subunit
YDL130W	cytoplasmic-ribosomal-large-subunit
YDL082W	cytoplasmic-ribosomal-large-subunit
YDL081C	cytoplasmic-ribosomal-large-subunit
YDL075W	cytoplasmic-ribosomal-large-subunit
YBR191W	cytoplasmic-ribosomal-large-subunit
YBR084C-A	cytoplasmic-ribosomal-large-subunit
YBR031W	cytoplasmic-ribosomal-large-subunit
YOR312C	cytoplasmic-ribosomal-large-subunit
YPR043W	cytoplasmic-ribosomal-large-subunit
YPR102C	cytoplasmic-ribosomal-large-subunit
YPL220W	cytoplasmic-ribosomal-large-subunit
YPL249C-A	cytoplasmic-ribosomal-large-subunit
YPL143W	cytoplasmic-ribosomal-large-subunit
YPL198W	cytoplasmic-ribosomal-large-subunit
YPL131W	cytoplasmic-ribosomal-large-subunit
YPL079W	cytoplasmic-ribosomal-large-subunit
YIL018W	cytoplasmic-ribosomal-large-subunit
YLR340W	cytoplasmic-ribosomal-large-subunit
YLR325C	cytoplasmic-ribosomal-large-subunit
YLR185W	cytoplasmic-ribosomal-large-subunit
YLR075W	cytoplasmic-ribosomal-large-subunit
YLR061W	cytoplasmic-ribosomal-large-subunit
YLR029C	cytoplasmic-ribosomal-large-subunit
YLL045C	cytoplasmic-ribosomal-large-subunit
YKR094C	cytoplasmic-ribosomal-large-subunit
YKL180W	cytoplasmic-ribosomal-large-subunit
YLR406C	cytoplasmic-ribosomal-large-subunit
YLR344W	cytoplasmic-ribosomal-large-subunit
YIL148W	cytoplasmic-ribosomal-large-subunit
YJL177W	cytoplasmic-ribosomal-large-subunit
YJL189W	cytoplasmic-ribosomal-large-subunit
YKL006W	cytoplasmic-ribosomal-large-subunit
YJR094W-A	cytoplasmic-ribosomal-large-subunit
YIL133C	cytoplasmic-ribosomal-large-subunit
YIL052C	cytoplasmic-ribosomal-large-subunit
YLR448W	cytoplasmic-ribosomal-large-subunit
YNL069C	cytoplasmic-ribosomal-large-subunit
YOR234C	cytoplasmic-ribosomal-large-subunit
YOR063W	cytoplasmic-ribosomal-large-subunit
YOL127W	cytoplasmic-ribosomal-large-subunit
YOL120C	cytoplasmic-ribosomal-large-subunit
YOL039W	cytoplasmic-ribosomal-large-subunit
YNL301C	cytoplasmic-ribosomal-large-subunit
YNL162W	cytoplasmic-ribosomal-large-subunit
YNL067W	cytoplasmic-ribosomal-large-subunit
YMR142C	cytoplasmic-ribosomal-large-subunit
YMR242C	cytoplasmic-ribosomal-large-subunit
YMR194W	cytoplasmic-ribosomal-large-subunit
YMR121C	cytoplasmic-ribosomal-large-subunit
YML073C	cytoplasmic-ribosomal-large-subunit
YLR441C	cytoplasmic-ribosomal-small-subunit
YOR182C	cytoplasmic-ribosomal-small-subunit
YOR167C	cytoplasmic-ribosomal-small-subunit
YOR096W	cytoplasmic-ribosomal-small-subunit
YOL121C	cytoplasmic-ribosomal-small-subunit
YOL040C	cytoplasmic-ribosomal-small-subunit
YNL302C	cytoplasmic-ribosomal-small-subunit
YNL178W	cytoplasmic-ribosomal-small-subunit
YNL096C	cytoplasmic-ribosomal-small-subunit
YMR143W	cytoplasmic-ribosomal-small-subunit
YMR116C	cytoplasmic-ribosomal-small-subunit
YML024W	cytoplasmic-ribosomal-small-subunit
YMR230W	cytoplasmic-ribosomal-small-subunit
YML063W	cytoplasmic-ribosomal-small-subunit
YML026C	cytoplasmic-ribosomal-small-subunit
YHR203C	cytoplasmic-ribosomal-small-subunit
YLR388W	cytoplasmic-ribosomal-small-subunit
YLR367W	cytoplasmic-ribosomal-small-subunit
YLR287C-A	cytoplasmic-ribosomal-small-subunit
YLR264W	cytoplasmic-ribosomal-small-subunit
YLR167W	cytoplasmic-ribosomal-small-subunit
YLR048W	cytoplasmic-ribosomal-small-subunit
YKR057W	cytoplasmic-ribosomal-small-subunit
YKL156W	cytoplasmic-ribosomal-small-subunit
YJR145C	cytoplasmic-ribosomal-small-subunit
YJR123W	cytoplasmic-ribosomal-small-subunit
YJL191W	cytoplasmic-ribosomal-small-subunit
YLR333C	cytoplasmic-ribosomal-small-subunit
YJL190C	cytoplasmic-ribosomal-small-subunit
YJL136C	cytoplasmic-ribosomal-small-subunit
YIL069C	cytoplasmic-ribosomal-small-subunit
YOR293W	cytoplasmic-ribosomal-small-subunit
YOR369C	cytoplasmic-ribosomal-small-subunit
YPR132W	cytoplasmic-ribosomal-small-subunit
YPL090C	cytoplasmic-ribosomal-small-subunit
YPL081W	cytoplasmic-ribosomal-small-subunit
YBL072C	cytoplasmic-ribosomal-small-subunit
YBR048W	cytoplasmic-ribosomal-small-subunit
YDR064W	cytoplasmic-ribosomal-small-subunit
YDR025W	cytoplasmic-ribosomal-small-subunit
YDL083C	cytoplasmic-ribosomal-small-subunit
YCR031C	cytoplasmic-ribosomal-small-subunit
YDL061C	cytoplasmic-ribosomal-small-subunit
YBR189W	cytoplasmic-ribosomal-small-subunit
YBR181C	cytoplasmic-ribosomal-small-subunit
YDR447C	cytoplasmic-ribosomal-small-subunit
YER131W	cytoplasmic-ribosomal-small-subunit
YHR021C	cytoplasmic-ribosomal-small-subunit
YHL015W	cytoplasmic-ribosomal-small-subunit
YGR214W	cytoplasmic-ribosomal-small-subunit
YGR118W	cytoplasmic-ribosomal-small-subunit
YGR027C	cytoplasmic-ribosomal-small-subunit
YGL189C	cytoplasmic-ribosomal-small-subunit
YGL123W	cytoplasmic-ribosomal-small-subunit
YER102W	cytoplasmic-ribosomal-small-subunit
YER074W	cytoplasmic-ribosomal-small-subunit
YDR450W	cytoplasmic-ribosomal-small-subunit
YBR143C	Cytoplasmic-translation-termination
YDR172W	Cytoplasmic-translation-termination
YLR288C	Ddc1p-Mec3p-complex
YPL194W	Ddc1p-Mec3p-complex
YER176W	DNA-helicases
YHR164C	DNA-helicases
YGL090W	DNA-ligase-IV
YOR005C	DNA-ligase-IV
YMR167W	DNA-mismatch-repair-complexes
YNL082W	DNA-mismatch-repair-complexes
YOL090W	DNA-mismatch-repair-complexes
YCR092C	DNA-mismatch-repair-complexes
YDR097C	DNA-mismatch-repair-complexes
YBL035C	DNA-polymerase-alphaI-primase-complex
YNL102W	DNA-polymerase-alphaI-primase-complex
YIR008C	DNA-polymerase-alphaI-primase-complex
YKL045W	DNA-polymerase-alphaI-primase-complex
YJR006W	DNA-polymerase-deltaIII
YJR043C	DNA-polymerase-deltaIII
YDL102W	DNA-polymerase-deltaIII
YBR278W	DNA-polymerase-epsilonII
YPR175W	DNA-polymerase-epsilonII
YNL262W	DNA-polymerase-epsilonII
YIL139C	DNA-polymerase-zeta
YPL167C	DNA-polymerase-zeta
YMR294W	Dynactin-complex
YHR129C	Dynactin-complex
YPL174C	Dynactin-complex
YDR424C	Dynein-complex-motorproteins
YDR488C	Dynein-complex-motorproteins
YKR054C	Dynein-complex-motorproteins
YKL081W	eEF1
YKR084C	eEF1
YPL048W	eEF1
YPR080W	eEF1
YAL003W	eEF1
YBR118W	eEF1
YDR385W	eEF2
YOR133W	eEF2
YJR007W	eIF2
YPL237W	eIF2
YER025W	eIF2
YGR083C	eIF2B
YOR260W	eIF2B
YDR211W	eIF2B
YKR026C	eIF2B
YLR291C	eIF2B
YMR146C	eIF3
YNL244C	eIF3
YNL062C	eIF3
YMR309C	eIF3
YBR079C	eIF3
YOR361C	eIF3
YDR429C	eIF3
YJL138C	eIF4A
YKR059W	eIF4A
YOL139C	eIF4E-eIF4G-Pab1p-complex
YER165W	eIF4E-eIF4G-Pab1p-complex
YGR162W	eIF4E-eIF4G-Pab1p-complex
YGL049C	eIF4F
YGR162W	eIF4F
YOR276W	eIF4F
YEL034W	eIF5A
YJR047C	eIF5A
YKL119C	ER-assembly-complex
YHR060W	ER-assembly-complex
YER019C-A	ER-protein-translocation-complex
YER087C-B	ER-protein-translocation-complex
YPL094C	ER-protein-translocation-complex
YBR171W	ER-protein-translocation-complex
YDR086C	ER-protein-translocation-complex
YJL034W	ER-protein-translocation-complex
YLR378C	ER-protein-translocation-complex
YLR292C	ER-protein-translocation-complex
YOR254C	ER-protein-translocation-complex
YIL068C	Exocyst-complex
YLR166C	Exocyst-complex
YJL085W	Exocyst-complex
YDR166C	Exocyst-complex
YPR055W	Exocyst-complex
YER008C	Exocyst-complex
YGL233W	Exocyst-complex
YGR095C	Exosome-complex
YHR069C	Exosome-complex
YGR195W	Exosome-complex
YCR035C	Exosome-complex
YDL111C	Exosome-complex
YDR280W	Exosome-complex
YOL021C	Exosome-complex
YKL019W	Farnesyltransferase
YDL090C	Farnesyltransferase
YPL231W	Fatty-acid-synthetase-cytoplasmic
YKL182W	Fatty-acid-synthetase-cytoplasmic
YJR121W	F0-F1-ATP-synthase
YLR295C	F0-F1-ATP-synthase
YKL016C	F0-F1-ATP-synthase
YML081C-A	F0-F1-ATP-synthase
YOL077W-A	F0-F1-ATP-synthase
YPL078C	F0-F1-ATP-synthase
YPL271W	F0-F1-ATP-synthase
YPR020W	F0-F1-ATP-synthase
YBL099W	F0-F1-ATP-synthase
YBR039W	F0-F1-ATP-synthase
YDR298C	F0-F1-ATP-synthase
YDR377W	F0-F1-ATP-synthase
YDR322C-A	F0-F1-ATP-synthase
YDL181W	F0-F1-ATP-synthase
YDL004W	F0-F1-ATP-synthase
YDR009W	GAL80-complex
YPL248C	GAL80-complex
YML051W	GAL80-complex
YNL126W	gamma-tubulin-complex
YHR172W	gamma-tubulin-complex
YLR212C	gamma-tubulin-complex
YNL199C	GCR-complex
YPL075W	GCR-complex
YGL155W	Geranylgeranyltransferase-I
YKL019W	Geranylgeranyltransferase-I
YJL031C	Geranylgeranyltransferase-II
YOR370C	Geranylgeranyltransferase-II
YPR176C	Geranylgeranyltransferase-II
YEL003W	Gim-complexes
YGR078C	Gim-complexes
YLR200W	Gim-complexes
YML094W	Gim-complexes
YNL153C	Gim-complexes
YLR342W	Glucan-synthases
YGR032W	Glucan-synthases
YGR143W	Glucan-synthases
YPR159W	Glucan-synthases
YCR034W	Glucan-synthases
YAL044C	Glycine-decarboxylase
YDR019C	Glycine-decarboxylase
YFL018C	Glycine-decarboxylase
YMR189W	Glycine-decarboxylase
YMR236W	HAT-A-complexes
YOR244W	HAT-A-complexes
YOL148C	HAT-A-complexes
YLR055C	HAT-A-complexes
YDR392W	HAT-A-complexes
YGL112C	HAT-A-complexes
YGR252W	HAT-A-complexes
YDR448W	HAT-A-complexes
YHR099W	HAT-A-complexes
YBR081C	HAT-A-complexes
YDR176W	HAT-A-complexes
YDR167W	HAT-A-complexes
YBR198C	HAT-A-complexes
YDR145W	HAT-A-complexes
YPL254W	HAT-A-complexes
YPL001W	HAT-B-complex
YEL056W	HAT-B-complex
YEL017C-A	H+-ATPase-plasma-mebrane
YGL008C	H+-ATPase-plasma-mebrane
YPL036W	H+-ATPase-plasma-mebrane
YCR024C-A	H+-ATPase-plasma-mebrane
YMR263W	HDB-complex
YNL330C	HDB-complex
YOL004W	HDB-complex
YMR263W	Histone-deacetylase-complexes
YNL021W	Histone-deacetylase-complexes
YOL004W	Histone-deacetylase-complexes
YNL330C	Histone-deacetylase-complexes
YLR447C	H+-transporting-ATPase-vacuolar
YMR054W	H+-transporting-ATPase-vacuolar
YKL080W	H+-transporting-ATPase-vacuolar
YEL027W	H+-transporting-ATPase-vacuolar
YGR020C	H+-transporting-ATPase-vacuolar
YHR039C-A	H+-transporting-ATPase-vacuolar
YHR026W	H+-transporting-ATPase-vacuolar
YEL051W	H+-transporting-ATPase-vacuolar
YOR270C	H+-transporting-ATPase-vacuolar
YOR332W	H+-transporting-ATPase-vacuolar
YPL234C	H+-transporting-ATPase-vacuolar
YPR036W	H+-transporting-ATPase-vacuolar
YBR127C	H+-transporting-ATPase-vacuolar
YDL185W	H+-transporting-ATPase-vacuolar
YDL184W-B	H+-transporting-ATPase-vacuolar
YMR035W	Inner-membrane-protease
YMR150C	Inner-membrane-protease
YNL037C	Isocitrate-dehydrogenase
YOR136W	Isocitrate-dehydrogenase
YGR238C	Kel1p-Kel2p-complex
YHR158C	Kel1p-Kel2p-complex
YEL061C	Kinesin-related-motorproteins
YGL005C	Kinesin-related-motorproteins
YGL216W	Kinesin-related-motorproteins
YHR156C	Kinesin-related-motorproteins
YBL063W	Kinesin-related-motorproteins
YPL155C	Kinesin-related-motorproteins
YPR141C	Kinesin-related-motorproteins
YMR198W	Kinesin-related-motorproteins
YDL108W	Kin28p-complex
YPR025C	Kin28p-complex
YPL129W	Kornbergs-mediator-complex
YPR168W	Kornbergs-mediator-complex
YBL093C	Kornbergs-mediator-complex
YBR253W	Kornbergs-mediator-complex
YDR308C	Kornbergs-mediator-complex
YDL005C	Kornbergs-mediator-complex
YBR193C	Kornbergs-mediator-complex
YER022W	Kornbergs-mediator-complex
YER179W	Kornbergs-mediator-complex
YGL151W	Kornbergs-mediator-complex
YHR041C	Kornbergs-mediator-complex
YHR058C	Kornbergs-mediator-complex
YGR104C	Kornbergs-mediator-complex
YGL025C	Kornbergs-mediator-complex
YLR071C	Kornbergs-mediator-complex
YMR112C	Kornbergs-mediator-complex
YOR174W	Kornbergs-mediator-complex
YOL135C	Kornbergs-mediator-complex
YOL051W	Kornbergs-mediator-complex
YNR010W	Kornbergs-mediator-complex
YNL236W	Kornbergs-mediator-complex
YMR106C	Ku-complex
YMR284W	Ku-complex
YGL154C	L-aminopadipate-semialdehyde-dehydrogenase
YBR115C	L-aminopadipate-semialdehyde-dehydrogenase
YER017C	m-AAA-protease-complex
YMR089C	m-AAA-protease-complex
YLR182W	MBF-complex
YDL056W	MBF-complex
YNL103W	Met4-Met28-Met31-complex
YIR017C	Met4-Met28-Met31-complex
YPL038W	Met4-Met28-Met31-complex
YDR253C	Met4-Met28-Met32-complex
YIR017C	Met4-Met28-Met32-complex
YNL103W	Met4-Met28-Met32-complex
YML085C	Microtubules
YML124C	Microtubules
YMR198W	Microtubules
YMR294W	Microtubules
YOR058C	Microtubules
YNL223W	Microtubules
YNL126W	Microtubules
YMR138W	Microtubules
YJL042W	Microtubules
YKR054C	Microtubules
YLR045C	Microtubules
YLR212C	Microtubules
YLR175W	Microtubules
YBL034C	Microtubules
YBL078C	Microtubules
YBL063W	Microtubules
YCL029C	Microtubules
YOR265W	Microtubules
YPL155C	Microtubules
YOR272W	Microtubules
YPL241C	Microtubules
YPR141C	Microtubules
YPL174C	Microtubules
YDR424C	Microtubules
YHR156C	Microtubules
YHR129C	Microtubules
YGL216W	Microtubules
YGL005C	Microtubules
YER016W	Microtubules
YDR488C	Microtubules
YEL061C	Microtubules
YFL037W	Microtubules
YHL038C	Mitochondrial-processing-complexes
YDL069C	Mitochondrial-processing-complexes
YDR197W	Mitochondrial-processing-complexes
YJL209W	Mitochondrial-processing-complexes
YJL063C	mitochondrial-ribosomal-large-subunit
YKL138C	mitochondrial-ribosomal-large-subunit
YKL170W	mitochondrial-ribosomal-large-subunit
YLR312W-A	mitochondrial-ribosomal-large-subunit
YKR085C	mitochondrial-ribosomal-large-subunit
YKR006C	mitochondrial-ribosomal-large-subunit
YKL167C	mitochondrial-ribosomal-large-subunit
YJL096W	mitochondrial-ribosomal-large-subunit
YLR439W	mitochondrial-ribosomal-large-subunit
YMR193W	mitochondrial-ribosomal-large-subunit
YNL252C	mitochondrial-ribosomal-large-subunit
YOR150W	mitochondrial-ribosomal-large-subunit
YNL284C	mitochondrial-ribosomal-large-subunit
YNL185C	mitochondrial-ribosomal-large-subunit
YMR286W	mitochondrial-ribosomal-large-subunit
YNL005C	mitochondrial-ribosomal-large-subunit
YMR225C	mitochondrial-ribosomal-large-subunit
YMR024W	mitochondrial-ribosomal-large-subunit
YBL038W	mitochondrial-ribosomal-large-subunit
YBR268W	mitochondrial-ribosomal-large-subunit
YBR282W	mitochondrial-ribosomal-large-subunit
YBR122C	mitochondrial-ribosomal-large-subunit
YDR237W	mitochondrial-ribosomal-large-subunit
YDR322W	mitochondrial-ribosomal-large-subunit
YDL202W	mitochondrial-ribosomal-large-subunit
YCR003W	mitochondrial-ribosomal-large-subunit
YPL173W	mitochondrial-ribosomal-large-subunit
YDR405W	mitochondrial-ribosomal-large-subunit
YHR147C	mitochondrial-ribosomal-large-subunit
YDR462W	mitochondrial-ribosomal-large-subunit
YGR076C	mitochondrial-ribosomal-large-subunit
YGR220C	mitochondrial-ribosomal-large-subunit
YFR049W	mitochondrial-ribosomal-small-subunit
YGR084C	mitochondrial-ribosomal-small-subunit
YHR075C	mitochondrial-ribosomal-small-subunit
YHL004W	mitochondrial-ribosomal-small-subunit
YPR166C	mitochondrial-ribosomal-small-subunit
YBR146W	mitochondrial-ribosomal-small-subunit
YDR337W	mitochondrial-ribosomal-small-subunit
YDR347W	mitochondrial-ribosomal-small-subunit
YBR251W	mitochondrial-ribosomal-small-subunit
YDL045W-A	mitochondrial-ribosomal-small-subunit
YNL306W	mitochondrial-ribosomal-small-subunit
YOR158W	mitochondrial-ribosomal-small-subunit
YKL003C	mitochondrial-ribosomal-small-subunit
YKL142W	mitochondrial-ribosomal-small-subunit
YGR222W	Mitochondrial-splicing-complexes
YHR005C-A	Mitochondrial-splicing-complexes
YOR334W	Mitochondrial-splicing-complexes
YPR134W	Mitochondrial-splicing-complexes
YPL029W	Mitochondrial-splicing-complexes
YBR120C	Mitochondrial-splicing-complexes
YDR194C	Mitochondrial-splicing-complexes
YDL044C	Mitochondrial-splicing-complexes
YMR023C	Mitochondrial-splicing-complexes
YMR287C	Mitochondrial-splicing-complexes
YIR021W	Mitochondrial-splicing-complexes
YJL133W	Mitochondrial-splicing-complexes
YLR382C	Mitochondrial-splicing-complexes
YKR052C	Mitochondrial-splicing-complexes
YLR067C	Mitochondrial-translation-complexes
YLR203C	Mitochondrial-translation-complexes
YMR023C	Mitochondrial-translation-complexes
YMR064W	Mitochondrial-translation-complexes
YMR257C	Mitochondrial-translation-complexes
YNR045W	Mitochondrial-translation-complexes
YMR282C	Mitochondrial-translation-complexes
YBL080C	Mitochondrial-translation-complexes
YBR120C	Mitochondrial-translation-complexes
YDR197W	Mitochondrial-translation-complexes
YDL069C	Mitochondrial-translation-complexes
YPL029W	Mitochondrial-translation-complexes
YER153C	Mitochondrial-translation-complexes
YGL023C	Mitochondrial-translation-complexes
YGR222W	Mitochondrial-translation-complexes
YMR287C	mitochondrial-3-to-5-exoribonuclease
YPL029W	mitochondrial-3-to-5-exoribonuclease
YDR369C	MRE11-RAD50-XRS2-complex
YMR224C	MRE11-RAD50-XRS2-complex
YNL250W	MRE11-RAD50-XRS2-complex
YPL228W	mRNA-guanylyl-transferase
YGL130W	mRNA-guanylyl-transferase
YER013W	mRNA-splicing
YGR074W	mRNA-splicing
YGR091W	mRNA-splicing
YGR075C	mRNA-splicing
YGR006W	mRNA-splicing
YGL120C	mRNA-splicing
YER172C	mRNA-splicing
YER112W	mRNA-splicing
YPL178W	mRNA-splicing
YPR178W	mRNA-splicing
YPR101W	mRNA-splicing
YPR057W	mRNA-splicing
YBL074C	mRNA-splicing
YBR055C	mRNA-splicing
YBR142W	mRNA-splicing
YDL030W	mRNA-splicing
YDR088C	mRNA-splicing
YDR364C	mRNA-splicing
